CUSTOMERKEY,GEOGRAPHYKEY,CUSTOMERALTERNATEKEY,TITLE,FIRSTNAME,MIDDLENAME,LASTNAME,NAMESTYLE,BIRTHDATE,MARITALSTATUS,SUFFIX,GENDER,EMAILADDRESS,YEARLYINCOME,TOTALCHILDREN,NUMBERCHILDRENATHOME,ENGLISHEDUCATION,SPANISHEDUCATION,FRENCHEDUCATION,ENGLISHOCCUPATION,SPANISHOCCUPATION,FRENCHOCCUPATION,HOUSEOWNERFLAG,NUMBERCARSOWNED,ADDRESSLINE1,ADDRESSLINE2,PHONE,DATEFIRSTPURCHASE,COMMUTEDISTANCE,NUMBEROFPURCHASES
11322,611,AW00011322,,Sydney,,Garcia,FALSE,1943-09-12,M,,F,sydney78@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,252 Hemlock Drive,,783-555-0116,2013-03-24,5-10 Miles,2
11323,314,AW00011323,,Jose,,Patterson,FALSE,1943-12-18,S,,M,jose33@adventure-works.com,120000,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,3,648 Newport Drive,,768-555-0153,2011-09-10,5-10 Miles,2
11324,325,AW00011324,,Zachary,,Anderson,FALSE,1944-11-10,M,,M,zachary39@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,2476 Mt. Whitney Way,,693-555-0118,2011-09-26,1-2 Miles,2
11325,637,AW00011325,,Elijah,E,Ross,FALSE,1944-12-29,S,,M,elijah7@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,6679 Cornelius Dr,,409-555-0142,2011-09-19,5-10 Miles,2
11326,300,AW00011326,,Rafael,M,Xie,FALSE,1944-12-23,M,,M,rafael26@adventure-works.com,130000,2,3,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,4,369 Peabody Road,,663-555-0137,2011-09-15,0-1 Miles,2
11327,301,AW00011327,,Jaime,C,Moreno,FALSE,1945-09-01,M,,M,jaime48@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,83 Mountain View Blvd,,457-555-0178,2011-09-26,5-10 Miles,2
11328,55,AW00011328,,Julian,M,Griffin,FALSE,1945-06-30,M,,M,julian20@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,7398 Withersed Lane,,636-555-0197,2013-01-05,5-10 Miles,2
11329,311,AW00011329,,Andy,,Alvarez,FALSE,1946-01-22,S,,M,andy9@adventure-works.com,90000,5,0,Bachelors,Licenciatura,Bac + 4,Management,Gestión,Direction,1,2,9466 Morning Glory Dr.,,367-555-0172,2011-09-25,5-10 Miles,2
11330,59,AW00011330,,Ryan,M,Thompson,FALSE,1945-11-10,M,,M,ryan38@adventure-works.com,110000,2,4,Graduate Degree,Estudios de postgrado,Bac + 3,Management,Gestión,Direction,1,1,3407 Pinon Dr.,,138-555-0142,2013-02-12,2-5 Miles,27
11331,63,AW00011331,,Samantha,,Jenkins,FALSE,1974-01-03,M,,F,samantha32@adventure-works.com,90000,4,4,Partial College,Estudios universitarios (en curso),Baccalauréat,Skilled Manual,Obrero especializado,Technicien,1,2,1046 Cloverleaf Circle,,936-555-0152,2013-02-07,1-2 Miles,27
